f_0,tf_0,f_lp_0,tf_lp_0,f_1,tf_1,f_lp_1,tf_lp_1,f_2,tf_2,f_lp_2,tf_lp_2
2.482482e-01,-1.343781e+01,2.482482e-01,-7.807048e+01,2.482482e-01,3.709177e+01,2.482482e-01,-3.910692e+01,2.482482e-01,-2.271056e+01,2.482482e-01,-1.962510e+01
2.487487e-01,-1.387787e+01,2.487487e-01,-7.821448e+01,2.487487e-01,4.208070e+01,2.487487e-01,-3.917862e+01,2.487487e-01,-2.266133e+01,2.487487e-01,-1.966065e+01
2.492492e-01,-1.431447e+01,2.492492e-01,-7.835818e+01,2.492492e-01,3.000000e+02,2.492492e-01,-3.925017e+01,2.492492e-01,-2.261200e+01,2.492492e-01,-1.969613e+01
2.497497e-01,-1.474768e+01,2.497497e-01,-7.850157e+01,2.497497e-01,4.939554e+01,2.497497e-01,-3.932157e+01,2.497497e-01,-2.256259e+01,2.497497e-01,-1.973153e+01
2.502503e-01,-1.517755e+01,2.502503e-01,-7.864465e+01,2.502503e-01,4.135222e+01,2.502503e-01,-3.939282e+01,2.502503e-01,-2.251308e+01,2.502503e-01,-1.976686e+01
2.507508e-01,-1.560415e+01,2.507508e-01,-7.878744e+01,2.507508e-01,3.743938e+01,2.507508e-01,-3.946392e+01,2.507508e-01,-2.246349e+01,2.507508e-01,-1.980212e+01
2.512513e-01,-1.602754e+01,2.512513e-01,-7.892992e+01,2.512513e-01,3.489047e+01,2.512513e-01,-3.953487e+01,2.512513e-01,-2.241380e+01,2.512513e-01,-1.983731e+01
2.517518e-01,-1.644777e+01,2.517518e-01,-7.907211e+01,2.517518e-01,3.303188e+01,2.517518e-01,-3.960567e+01,2.517518e-01,-2.236402e+01,2.517518e-01,-1.987242e+01
2.522523e-01,-1.686490e+01,2.522523e-01,-7.921399e+01,2.522523e-01,3.159225e+01,2.522523e-01,-3.967633e+01,2.522523e-01,-2.231414e+01,2.522523e-01,-1.990746e+01
2.527528e-01,-1.727898e+01,2.527528e-01,-7.935558e+01,2.527528e-01,3.043488e+01,2.527528e-01,-3.974683e+01,2.527528e-01,-2.226417e+01,2.527528e-01,-1.994243e+01
2.532533e-01,-1.769006e+01,2.532533e-01,-7.949687e+01,2.532533e-01,2.948114e+01,2.532533e-01,-3.981720e+01,2.532533e-01,-2.221411e+01,2.532533e-01,-1.997733e+01
2.537538e-01,-1.809819e+01,2.537538e-01,-7.963787e+01,2.537538e-01,2.868167e+01,2.537538e-01,-3.988741e+01,2.537538e-01,-2.216395e+01,2.537538e-01,-2.001215e+01
2.542543e-01,-1.850343e+01,2.542543e-01,-7.977857e+01,2.542543e-01,2.800347e+01,2.542543e-01,-3.995748e+01,2.542543e-01,-2.211369e+01,2.542543e-01,-2.004691e+01
2.547548e-01,-1.890581e+01,2.547548e-01,-7.991898e+01,2.547548e-01,2.742337e+01,2.547548e-01,-4.002741e+01,2.547548e-01,-2.206333e+01,2.547548e-01,-2.008159e+01
2.552553e-01,-1.930539e+01,2.552553e-01,-8.005910e+01,2.552553e-01,2.692454e+01,2.552553e-01,-4.009720e+01,2.552553e-01,-2.201288e+01,2.552553e-01,-2.011621e+01
2.557558e-01,-1.970221e+01,2.557558e-01,-8.019893e+01,2.557558e-01,2.649435e+01,2.557558e-01,-4.016684e+01,2.557558e-01,-2.196232e+01,2.557558e-01,-2.015076e+01
2.562563e-01,-2.009632e+01,2.562563e-01,-8.033847e+01,2.562563e-01,2.612310e+01,2.562563e-01,-4.023633e+01,2.562563e-01,-2.191167e+01,2.562563e-01,-2.018523e+01
2.567568e-01,-2.048775e+01,2.567568e-01,-8.047773e+01,2.567568e-01,2.580319e+01,2.567568e-01,-4.030569e+01,2.567568e-01,-2.186091e+01,2.567568e-01,-2.021964e+01
2.572573e-01,-2.087655e+01,2.572573e-01,-8.061670e+01,2.572573e-01,2.552858e+01,2.572573e-01,-4.037490e+01,2.572573e-01,-2.181005e+01,2.572573e-01,-2.025398e+01
2.577578e-01,-2.126276e+01,2.577578e-01,-8.075538e+01,2.577578e-01,2.529440e+01,2.577578e-01,-4.044398e+01,2.577578e-01,-2.175909e+01,2.577578e-01,-2.028825e+01
2.582583e-01,-2.164642e+01,2.582583e-01,-8.089378e+01,2.582583e-01,2.509667e+01,2.582583e-01,-4.051291e+01,2.582583e-01,-2.170803e+01,2.582583e-01,-2.032245e+01
2.587588e-01,-2.202756e+01,2.587588e-01,-8.103190e+01,2.587588e-01,2.493210e+01,2.587588e-01,-4.058171e+01,2.587588e-01,-2.165686e+01,2.587588e-01,-2.035658e+01
2.592593e-01,-2.240624e+01,2.592593e-01,-8.116974e+01,2.592593e-01,2.479798e+01,2.592593e-01,-4.065036e+01,2.592593e-01,-2.160559e+01,2.592593e-01,-2.039064e+01
2.597598e-01,-2.278247e+01,2.597598e-01,-8.130729e+01,2.597598e-01,2.469205e+01,2.597598e-01,-4.071888e+01,2.597598e-01,-2.155421e+01,2.597598e-01,-2.042464e+01
2.602603e-01,-2.315630e+01,2.602603e-01,-8.144457e+01,2.602603e-01,2.461240e+01,2.602603e-01,-4.078726e+01,2.602603e-01,-2.150272e+01,2.602603e-01,-2.045857e+01
2.607608e-01,-2.352776e+01,2.607608e-01,-8.158157e+01,2.607608e-01,2.455746e+01,2.607608e-01,-4.085550e+01,2.607608e-01,-2.145113e+01,2.607608e-01,-2.049243e+01
2.612613e-01,-2.389689e+01,2.612613e-01,-8.171830e+01,2.612613e-01,2.452588e+01,2.612613e-01,-4.092360e+01,2.612613e-01,-2.139943e+01,2.612613e-01,-2.052623e+01
2.617618e-01,-2.426373e+01,2.617618e-01,-8.185474e+01,2.617618e-01,2.451657e+01,2.617618e-01,-4.099157e+01,2.617618e-01,-2.134761e+01,2.617618e-01,-2.055996e+01
2.622623e-01,-2.462829e+01,2.622623e-01,-8.199092e+01,2.622623e-01,2.452860e+01,2.622623e-01,-4.105940e+01,2.622623e-01,-2.129569e+01,2.622623e-01,-2.059362e+01
2.627628e-01,-2.499062e+01,2.627628e-01,-8.212682e+01,2.627628e-01,2.456122e+01,2.627628e-01,-4.112710e+01,2.627628e-01,-2.124366e+01,2.627628e-01,-2.062722e+01
2.632633e-01,-2.535074e+01,2.632633e-01,-8.226244e+01,2.632633e-01,2.461385e+01,2.632633e-01,-4.119466e+01,2.632633e-01,-2.119151e+01,2.632633e-01,-2.066075e+01
2.637638e-01,-2.570869e+01,2.637638e-01,-8.239780e+01,2.637638e-01,2.468601e+01,2.637638e-01,-4.126209e+01,2.637638e-01,-2.113925e+01,2.637638e-01,-2.069421e+01
2.642643e-01,-2.606449e+01,2.642643e-01,-8.253289e+01,2.642643e-01,2.477737e+01,2.642643e-01,-4.132939e+01,2.642643e-01,-2.108688e+01,2.642643e-01,-2.072761e+01
2.647648e-01,-2.641818e+01,2.647648e-01,-8.266771e+01,2.647648e-01,2.488771e+01,2.647648e-01,-4.139655e+01,2.647648e-01,-2.103439e+01,2.647648e-01,-2.076095e+01
2.652653e-01,-2.676978e+01,2.652653e-01,-8.280226e+01,2.652653e-01,2.501694e+01,2.652653e-01,-4.146358e+01,2.652653e-01,-2.098179e+01,2.652653e-01,-2.079422e+01
2.657658e-01,-2.711932e+01,2.657658e-01,-8.293654e+01,2.657658e-01,2.516505e+01,2.657658e-01,-4.153048e+01,2.657658e-01,-2.092907e+01,2.657658e-01,-2.082743e+01
2.662663e-01,-2.746683e+01,2.662663e-01,-8.307056e+01,2.662663e-01,2.533216e+01,2.662663e-01,-4.159725e+01,2.662663e-01,-2.087623e+01,2.662663e-01,-2.086057e+01
2.667668e-01,-2.781234e+01,2.667668e-01,-8.320432e+01,2.667668e-01,2.551851e+01,2.667668e-01,-4.166388e+01,2.667668e-01,-2.082328e+01,2.667668e-01,-2.089365e+01
2.672673e-01,-2.815586e+01,2.672673e-01,-8.333781e+01,2.672673e-01,2.572444e+01,2.672673e-01,-4.173039e+01,2.672673e-01,-2.077020e+01,2.672673e-01,-2.092666e+01
2.677678e-01,-2.849743e+01,2.677678e-01,-8.347103e+01,2.677678e-01,2.595043e+01,2.677678e-01,-4.179677e+01,2.677678e-01,-2.071701e+01,2.677678e-01,-2.095961e+01
2.682683e-01,-2.883707e+01,2.682683e-01,-8.360400e+01,2.682683e-01,2.619708e+01,2.682683e-01,-4.186301e+01,2.682683e-01,-2.066369e+01,2.682683e-01,-2.099250e+01
2.687688e-01,-2.917481e+01,2.687688e-01,-8.373671e+01,2.687688e-01,2.646514e+01,2.687688e-01,-4.192913e+01,2.687688e-01,-2.061025e+01,2.687688e-01,-2.102532e+01
2.692693e-01,-2.951066e+01,2.692693e-01,-8.386916e+01,2.692693e-01,2.675553e+01,2.692693e-01,-4.199512e+01,2.692693e-01,-2.055669e+01,2.692693e-01,-2.105808e+01
2.697698e-01,-2.984466e+01,2.697698e-01,-8.400135e+01,2.697698e-01,2.706937e+01,2.697698e-01,-4.206099e+01,2.697698e-01,-2.050300e+01,2.697698e-01,-2.109078e+01
2.702703e-01,-3.017682e+01,2.702703e-01,-8.413328e+01,2.702703e-01,2.740796e+01,2.702703e-01,-4.212672e+01,2.702703e-01,-2.044919e+01,2.702703e-01,-2.112342e+01
2.707708e-01,-3.050717e+01,2.707708e-01,-8.426496e+01,2.707708e-01,2.777289e+01,2.707708e-01,-4.219233e+01,2.707708e-01,-2.039525e+01,2.707708e-01,-2.115599e+01
2.712713e-01,-3.083573e+01,2.712713e-01,-8.439638e+01,2.712713e-01,2.816602e+01,2.712713e-01,-4.225781e+01,2.712713e-01,-2.034119e+01,2.712713e-01,-2.118851e+01
2.717718e-01,-3.116252e+01,2.717718e-01,-8.452754e+01,2.717718e-01,2.858959e+01,2.717718e-01,-4.232317e+01,2.717718e-01,-2.028699e+01,2.717718e-01,-2.122096e+01
2.722723e-01,-3.148757e+01,2.722723e-01,-8.465846e+01,2.722723e-01,2.904626e+01,2.722723e-01,-4.238840e+01,2.722723e-01,-2.023267e+01,2.722723e-01,-2.125335e+01
2.727728e-01,-3.181089e+01,2.727728e-01,-8.478912e+01,2.727728e-01,2.953922e+01,2.727728e-01,-4.245351e+01,2.727728e-01,-2.017822e+01,2.727728e-01,-2.128568e+01
2.732733e-01,-3.213250e+01,2.732733e-01,-8.491953e+01,2.732733e-01,3.007236e+01,2.732733e-01,-4.251849e+01,2.732733e-01,-2.012363e+01,2.732733e-01,-2.131795e+01
2.737738e-01,-3.245242e+01,2.737738e-01,-8.504969e+01,2.737738e-01,3.065040e+01,2.737738e-01,-4.258335e+01,2.737738e-01,-2.006892e+01,2.737738e-01,-2.135015e+01
2.742743e-01,-3.277068e+01,2.742743e-01,-8.517960e+01,2.742743e-01,3.127919e+01,2.742743e-01,-4.264808e+01,2.742743e-01,-2.001407e+01,2.742743e-01,-2.138230e+01
2.747748e-01,-3.308730e+01,2.747748e-01,-8.530927e+01,2.747748e-01,3.196603e+01,2.747748e-01,-4.271270e+01,2.747748e-01,-1.995908e+01,2.747748e-01,-2.141439e+01
2.752753e-01,-3.340228e+01,2.752753e-01,-8.543869e+01,2.752753e-01,3.272022e+01,2.752753e-01,-4.277719e+01,2.752753e-01,-1.990396e+01,2.752753e-01,-2.144642e+01
2.757758e-01,-3.371566e+01,2.757758e-01,-8.556786e+01,2.757758e-01,3.355381e+01,2.757758e-01,-4.284155e+01,2.757758e-01,-1.984870e+01,2.757758e-01,-2.147838e+01
2.762763e-01,-3.402744e+01,2.762763e-01,-8.569678e+01,2.762763e-01,3.448277e+01,2.762763e-01,-4.290580e+01,2.762763e-01,-1.979331e+01,2.762763e-01,-2.151029e+01
2.767768e-01,-3.433765e+01,2.767768e-01,-8.582546e+01,2.767768e-01,3.552891e+01,2.767768e-01,-4.296993e+01,2.767768e-01,-1.973778e+01,2.767768e-01,-2.154214e+01
2.772773e-01,-3.464630e+01,2.772773e-01,-8.595390e+01,2.772773e-01,3.672310e+01,2.772773e-01,-4.303393e+01,2.772773e-01,-1.968210e+01,2.772773e-01,-2.157393e+01
2.777778e-01,-3.495341e+01,2.777778e-01,-8.608209e+01,2.777778e-01,3.811098e+01,2.777778e-01,-4.309782e+01,2.777778e-01,-1.962629e+01,2.777778e-01,-2.160566e+01
2.782783e-01,-3.525901e+01,2.782783e-01,-8.621005e+01,2.782783e-01,3.976432e+01,2.782783e-01,-4.316158e+01,2.782783e-01,-1.957033e+01,2.782783e-01,-2.163733e+01
2.787788e-01,-3.556309e+01,2.787788e-01,-8.633776e+01,2.787788e-01,4.180551e+01,2.787788e-01,-4.322523e+01,2.787788e-01,-1.951423e+01,2.787788e-01,-2.166895e+01
2.792793e-01,-3.586569e+01,2.792793e-01,-8.646523e+01,2.792793e-01,4.447044e+01,2.792793e-01,-4.328876e+01,2.792793e-01,-1.945799e+01,2.792793e-01,-2.170050e+01
2.797798e-01,-3.616681e+01,2.797798e-01,-8.659247e+01,2.797798e-01,4.831444e+01,2.797798e-01,-4.335217e+01,2.797798e-01,-1.940160e+01,2.797798e-01,-2.173200e+01
2.802803e-01,-3.646648e+01,2.802803e-01,-8.671947e+01,2.802803e-01,5.531961e+01,2.802803e-01,-4.341546e+01,2.802803e-01,-1.934507e+01,2.802803e-01,-2.176344e+01
2.807808e-01,-3.676471e+01,2.807808e-01,-8.684623e+01,2.807808e-01,3.000000e+02,2.807808e-01,-4.347864e+01,2.807808e-01,-1.928838e+01,2.807808e-01,-2.179483e+01
2.812813e-01,-3.706150e+01,2.812813e-01,-8.697275e+01,2.812813e-01,5.207828e+01,2.812813e-01,-4.354170e+01,2.812813e-01,-1.923155e+01,2.812813e-01,-2.182615e+01
2.817818e-01,-3.735689e+01,2.817818e-01,-8.709904e+01,2.817818e-01,4.681791e+01,2.817818e-01,-4.360464e+01,2.817818e-01,-1.917457e+01,2.817818e-01,-2.185742e+01
2.822823e-01,-3.765088e+01,2.822823e-01,-8.722509e+01,2.822823e-01,4.359577e+01,2.822823e-01,-4.366746e+01,2.822823e-01,-1.911743e+01,2.822823e-01,-2.188863e+01
2.827828e-01,-3.794349e+01,2.827828e-01,-8.735091e+01,2.827828e-01,4.127707e+01,2.827828e-01,-4.373017e+01,2.827828e-01,-1.906014e+01,2.827828e-01,-2.191979e+01
2.832833e-01,-3.823473e+01,2.832833e-01,-8.747650e+01,2.832833e-01,3.947220e+01,2.832833e-01,-4.379277e+01,2.832833e-01,-1.900270e+01,2.832833e-01,-2.195088e+01
2.837838e-01,-3.852461e+01,2.837838e-01,-8.760186e+01,2.837838e-01,3.800018e+01,2.837838e-01,-4.385525e+01,2.837838e-01,-1.894511e+01,2.837838e-01,-2.198193e+01
2.842843e-01,-3.881316e+01,2.842843e-01,-8.772699e+01,2.842843e-01,3.676204e+01,2.842843e-01,-4.391762e+01,2.842843e-01,-1.888735e+01,2.842843e-01,-2.201291e+01
2.847848e-01,-3.910038e+01,2.847848e-01,-8.785188e+01,2.847848e-01,3.569769e+01,2.847848e-01,-4.397987e+01,2.847848e-01,-1.882944e+01,2.847848e-01,-2.204384e+01
2.852853e-01,-3.938628e+01,2.852853e-01,-8.797655e+01,2.852853e-01,3.476793e+01,2.852853e-01,-4.404201e+01,2.852853e-01,-1.877138e+01,2.852853e-01,-2.207472e+01
2.857858e-01,-3.967089e+01,2.857858e-01,-8.810099e+01,2.857858e-01,3.394574e+01,2.857858e-01,-4.410403e+01,2.857858e-01,-1.871315e+01,2.857858e-01,-2.210554e+01
2.862863e-01,-3.995420e+01,2.862863e-01,-8.822520e+01,2.862863e-01,3.321173e+01,2.862863e-01,-4.416595e+01,2.862863e-01,-1.865476e+01,2.862863e-01,-2.213630e+01
2.867868e-01,-4.023625e+01,2.867868e-01,-8.834919e+01,2.867868e-01,3.255152e+01,2.867868e-01,-4.422775e+01,2.867868e-01,-1.859620e+01,2.867868e-01,-2.216701e+01
2.872873e-01,-4.051703e+01,2.872873e-01,-8.847295e+01,2.872873e-01,3.195412e+01,2.872873e-01,-4.428944e+01,2.872873e-01,-1.853748e+01,2.872873e-01,-2.219766e+01
2.877878e-01,-4.079656e+01,2.877878e-01,-8.859649e+01,2.877878e-01,3.141098e+01,2.877878e-01,-4.435101e+01,2.877878e-01,-1.847860e+01,2.877878e-01,-2.222826e+01
2.882883e-01,-4.107485e+01,2.882883e-01,-8.871980e+01,2.882883e-01,3.091532e+01,2.882883e-01,-4.441248e+01,2.882883e-01,-1.841955e+01,2.882883e-01,-2.225881e+01
2.887888e-01,-4.135191e+01,2.887888e-01,-8.884289e+01,2.887888e-01,3.046166e+01,2.887888e-01,-4.447384e+01,2.887888e-01,-1.836033e+01,2.887888e-01,-2.228930e+01
2.892893e-01,-4.162777e+01,2.892893e-01,-8.896575e+01,2.892893e-01,3.004552e+01,2.892893e-01,-4.453509e+01,2.892893e-01,-1.830095e+01,2.892893e-01,-2.231974e+01
2.897898e-01,-4.190241e+01,2.897898e-01,-8.908840e+01,2.897898e-01,2.966318e+01,2.897898e-01,-4.459622e+01,2.897898e-01,-1.824139e+01,2.897898e-01,-2.235012e+01
2.902903e-01,-4.217587e+01,2.902903e-01,-8.921082e+01,2.902903e-01,2.931157e+01,2.902903e-01,-4.465725e+01,2.902903e-01,-1.818166e+01,2.902903e-01,-2.238045e+01
2.907908e-01,-4.244815e+01,2.907908e-01,-8.933303e+01,2.907908e-01,2.898806e+01,2.907908e-01,-4.471817e+01,2.907908e-01,-1.812175e+01,2.907908e-01,-2.241072e+01
2.912913e-01,-4.271926e+01,2.912913e-01,-8.945501e+01,2.912913e-01,2.869045e+01,2.912913e-01,-4.477898e+01,2.912913e-01,-1.806167e+01,2.912913e-01,-2.244095e+01
2.917918e-01,-4.298921e+01,2.917918e-01,-8.957678e+01,2.917918e-01,2.841684e+01,2.917918e-01,-4.483968e+01,2.917918e-01,-1.800142e+01,2.917918e-01,-2.247112e+01
2.922923e-01,-4.325801e+01,2.922923e-01,-8.969833e+01,2.922923e-01,2.816560e+01,2.922923e-01,-4.490027e+01,2.922923e-01,-1.794099e+01,2.922923e-01,-2.250123e+01
2.927928e-01,-4.352568e+01,2.927928e-01,-8.981966e+01,2.927928e-01,2.793535e+01,2.927928e-01,-4.496076e+01,2.927928e-01,-1.788037e+01,2.927928e-01,-2.253130e+01
2.932933e-01,-4.379222e+01,2.932933e-01,-8.994078e+01,2.932933e-01,2.772485e+01,2.932933e-01,-4.502114e+01,2.932933e-01,-1.781958e+01,2.932933e-01,-2.256131e+01
2.937938e-01,-4.405764e+01,2.937938e-01,-9.006168e+01,2.937938e-01,2.753306e+01,2.937938e-01,-4.508141e+01,2.937938e-01,-1.775860e+01,2.937938e-01,-2.259127e+01
2.942943e-01,-4.432196e+01,2.942943e-01,-9.018237e+01,2.942943e-01,2.735907e+01,2.942943e-01,-4.514158e+01,2.942943e-01,-1.769744e+01,2.942943e-01,-2.262117e+01
2.947948e-01,-4.458518e+01,2.947948e-01,-9.030284e+01,2.947948e-01,2.720208e+01,2.947948e-01,-4.520164e+01,2.947948e-01,-1.763609e+01,2.947948e-01,-2.265103e+01
2.952953e-01,-4.484731e+01,2.952953e-01,-9.042311e+01,2.952953e-01,2.706141e+01,2.952953e-01,-4.526160e+01,2.952953e-01,-1.757456e+01,2.952953e-01,-2.268083e+01
2.957958e-01,-4.510837e+01,2.957958e-01,-9.054316e+01,2.957958e-01,2.693646e+01,2.957958e-01,-4.532145e+01,2.957958e-01,-1.751284e+01,2.957958e-01,-2.271058e+01
2.962963e-01,-4.536836e+01,2.962963e-01,-9.066299e+01,2.962963e-01,2.682672e+01,2.962963e-01,-4.538120e+01,2.962963e-01,-1.745093e+01,2.962963e-01,-2.274028e+01
2.967968e-01,-4.562730e+01,2.967968e-01,-9.078262e+01,2.967968e-01,2.673174e+01,2.967968e-01,-4.544084e+01,2.967968e-01,-1.738882e+01,2.967968e-01,-2.276993e+01
2.972973e-01,-4.588518e+01,2.972973e-01,-9.090204e+01,2.972973e-01,2.665118e+01,2.972973e-01,-4.550037e+01,2.972973e-01,-1.732653e+01,2.972973e-01,-2.279953e+01
2.977978e-01,-4.614203e+01,2.977978e-01,-9.102125e+01,2.977978e-01,2.658471e+01,2.977978e-01,-4.555981e+01,2.977978e-01,-1.726403e+01,2.977978e-01,-2.282908e+01
2.982983e-01,-4.639784e+01,2.982983e-01,-9.114025e+01,2.982983e-01,2.653208e+01,2.982983e-01,-4.561914e+01,2.982983e-01,-1.720135e+01,2.982983e-01,-2.285857e+01
2.987988e-01,-4.665263e+01,2.987988e-01,-9.125905e+01,2.987988e-01,2.649311e+01,2.987988e-01,-4.567837e+01,2.987988e-01,-1.713846e+01,2.987988e-01,-2.288802e+01
2.992993e-01,-4.690642e+01,2.992993e-01,-9.137763e+01,2.992993e-01,2.646765e+01,2.992993e-01,-4.573749e+01,2.992993e-01,-1.707537e+01,2.992993e-01,-2.291741e+01
2.997998e-01,-4.715919e+01,2.997998e-01,-9.149601e+01,2.997998e-01,2.645561e+01,2.997998e-01,-4.579652e+01,2.997998e-01,-1.701208e+01,2.997998e-01,-2.294676e+01
3.003003e-01,-4.741097e+01,3.003003e-01,-9.161419e+01,3.003003e-01,2.645695e+01,3.003003e-01,-4.585544e+01,3.003003e-01,-1.694859e+01,3.003003e-01,-2.297605e+01
3.008008e-01,-4.766177e+01,3.008008e-01,-9.173216e+01,3.008008e-01,2.647167e+01,3.008008e-01,-4.591426e+01,3.008008e-01,-1.688489e+01,3.008008e-01,-2.300530e+01
3.013013e-01,-4.791158e+01,3.013013e-01,-9.184993e+01,3.013013e-01,2.649982e+01,3.013013e-01,-4.597298e+01,3.013013e-01,-1.682099e+01,3.013013e-01,-2.303449e+01
3.018018e-01,-4.816043e+01,3.018018e-01,-9.196749e+01,3.018018e-01,2.654151e+01,3.018018e-01,-4.603160e+01,3.018018e-01,-1.675687e+01,3.018018e-01,-2.306364e+01
3.023023e-01,-4.840831e+01,3.023023e-01,-9.208485e+01,3.023023e-01,2.659689e+01,3.023023e-01,-4.609012e+01,3.023023e-01,-1.669255e+01,3.023023e-01,-2.309274e+01
3.028028e-01,-4.865524e+01,3.028028e-01,-9.220201e+01,3.028028e-01,2.666616e+01,3.028028e-01,-4.614853e+01,3.028028e-01,-1.662801e+01,3.028028e-01,-2.312178e+01
3.033033e-01,-4.890122e+01,3.033033e-01,-9.231897e+01,3.033033e-01,2.674958e+01,3.033033e-01,-4.620685e+01,3.033033e-01,-1.656326e+01,3.033033e-01,-2.315078e+01
3.038038e-01,-4.914627e+01,3.038038e-01,-9.243573e+01,3.038038e-01,2.684747e+01,3.038038e-01,-4.626507e+01,3.038038e-01,-1.649830e+01,3.038038e-01,-2.317973e+01
3.043043e-01,-4.939038e+01,3.043043e-01,-9.255229e+01,3.043043e-01,2.696022e+01,3.043043e-01,-4.632319e+01,3.043043e-01,-1.643311e+01,3.043043e-01,-2.320863e+01
3.048048e-01,-4.963357e+01,3.048048e-01,-9.266865e+01,3.048048e-01,2.708827e+01,3.048048e-01,-4.638121e+01,3.048048e-01,-1.636771e+01,3.048048e-01,-2.323748e+01
3.053053e-01,-4.987584e+01,3.053053e-01,-9.278481e+01,3.053053e-01,2.723216e+01,3.053053e-01,-4.643914e+01,3.053053e-01,-1.630208e+01,3.053053e-01,-2.326629e+01
3.058058e-01,-5.011720e+01,3.058058e-01,-9.290078e+01,3.058058e-01,2.739249e+01,3.058058e-01,-4.649696e+01,3.058058e-01,-1.623624e+01,3.058058e-01,-2.329504e+01
3.063063e-01,-5.035767e+01,3.063063e-01,-9.301654e+01,3.063063e-01,2.756997e+01,3.063063e-01,-4.655469e+01,3.063063e-01,-1.617016e+01,3.063063e-01,-2.332375e+01
3.068068e-01,-5.059723e+01,3.068068e-01,-9.313212e+01,3.068068e-01,2.776542e+01,3.068068e-01,-4.661232e+01,3.068068e-01,-1.610386e+01,3.068068e-01,-2.335241e+01
3.073073e-01,-5.083592e+01,3.073073e-01,-9.324749e+01,3.073073e-01,2.797979e+01,3.073073e-01,-4.666985e+01,3.073073e-01,-1.603733e+01,3.073073e-01,-2.338102e+01
3.078078e-01,-5.107372e+01,3.078078e-01,-9.336267e+01,3.078078e-01,2.821414e+01,3.078078e-01,-4.672729e+01,3.078078e-01,-1.597056e+01,3.078078e-01,-2.340959e+01
3.083083e-01,-5.131064e+01,3.083083e-01,-9.347766e+01,3.083083e-01,2.846973e+01,3.083083e-01,-4.678463e+01,3.083083e-01,-1.590356e+01,3.083083e-01,-2.343811e+01
3.088088e-01,-5.154671e+01,3.088088e-01,-9.359245e+01,3.088088e-01,2.874800e+01,3.088088e-01,-4.684188e+01,3.088088e-01,-1.583633e+01,3.088088e-01,-2.346658e+01
3.093093e-01,-5.178191e+01,3.093093e-01,-9.370706e+01,3.093093e-01,2.905063e+01,3.093093e-01,-4.689902e+01,3.093093e-01,-1.576886e+01,3.093093e-01,-2.349500e+01
3.098098e-01,-5.201626e+01,3.098098e-01,-9.382146e+01,3.098098e-01,2.937957e+01,3.098098e-01,-4.695608e+01,3.098098e-01,-1.570115e+01,3.098098e-01,-2.352337e+01
3.103103e-01,-5.224976e+01,3.103103e-01,-9.393568e+01,3.103103e-01,2.973711e+01,3.103103e-01,-4.701304e+01,3.103103e-01,-1.563319e+01,3.103103e-01,-2.355170e+01
3.108108e-01,-5.248242e+01,3.108108e-01,-9.404971e+01,3.108108e-01,3.012594e+01,3.108108e-01,-4.706990e+01,3.108108e-01,-1.556499e+01,3.108108e-01,-2.357999e+01
3.113113e-01,-5.271425e+01,3.113113e-01,-9.416354e+01,3.113113e-01,3.054927e+01,3.113113e-01,-4.712667e+01,3.113113e-01,-1.549655e+01,3.113113e-01,-2.360822e+01
3.118118e-01,-5.294525e+01,3.118118e-01,-9.427719e+01,3.118118e-01,3.101094e+01,3.118118e-01,-4.718335e+01,3.118118e-01,-1.542786e+01,3.118118e-01,-2.363641e+01
3.123123e-01,-5.317544e+01,3.123123e-01,-9.439065e+01,3.123123e-01,3.151562e+01,3.123123e-01,-4.723993e+01,3.123123e-01,-1.535891e+01,3.123123e-01,-2.366456e+01
3.128128e-01,-5.340480e+01,3.128128e-01,-9.450392e+01,3.128128e-01,3.206902e+01,3.128128e-01,-4.729642e+01,3.128128e-01,-1.528971e+01,3.128128e-01,-2.369266e+01
3.133133e-01,-5.363336e+01,3.133133e-01,-9.461700e+01,3.133133e-01,3.267823e+01,3.133133e-01,-4.735281e+01,3.133133e-01,-1.522026e+01,3.133133e-01,-2.372071e+01
3.138138e-01,-5.386112e+01,3.138138e-01,-9.472989e+01,3.138138e-01,3.335223e+01,3.138138e-01,-4.740911e+01,3.138138e-01,-1.515054e+01,3.138138e-01,-2.374871e+01
3.143143e-01,-5.408808e+01,3.143143e-01,-9.484260e+01,3.143143e-01,3.410259e+01,3.143143e-01,-4.746532e+01,3.143143e-01,-1.508057e+01,3.143143e-01,-2.377667e+01
3.148148e-01,-5.431425e+01,3.148148e-01,-9.495512e+01,3.148148e-01,3.494454e+01,3.148148e-01,-4.752144e+01,3.148148e-01,-1.501033e+01,3.148148e-01,-2.380459e+01
3.153153e-01,-5.453963e+01,3.153153e-01,-9.506746e+01,3.153153e-01,3.589876e+01,3.153153e-01,-4.757747e+01,3.153153e-01,-1.493983e+01,3.153153e-01,-2.383246e+01
3.158158e-01,-5.476424e+01,3.158158e-01,-9.517961e+01,3.158158e-01,3.699422e+01,3.158158e-01,-4.763340e+01,3.158158e-01,-1.486906e+01,3.158158e-01,-2.386029e+01
3.163163e-01,-5.498807e+01,3.163163e-01,-9.529158e+01,3.163163e-01,3.827344e+01,3.163163e-01,-4.768924e+01,3.163163e-01,-1.479802e+01,3.163163e-01,-2.388807e+01
