f_fp_0,fp_0,f_fp_1,fp_1,f_fp_2,fp_2,f_fp_3,fp_3,f_bb,bb
1.074219e-02,-1.677019e+02,1.074219e-02,-2.062586e+02,1.074219e-02,-2.121432e+02,1.074219e-02,-2.123225e+02,1.074219e-02,-1.938302e+02
1.123047e-02,-1.696254e+02,1.123047e-02,-2.061191e+02,1.123047e-02,-2.115337e+02,1.123047e-02,-2.121310e+02,1.123047e-02,-1.881831e+02
1.171875e-02,-1.724421e+02,1.171875e-02,-2.053061e+02,1.171875e-02,-2.107248e+02,1.171875e-02,-2.140519e+02,1.171875e-02,-1.832785e+02
1.220703e-02,-1.716987e+02,1.220703e-02,-2.030710e+02,1.220703e-02,-2.129095e+02,1.220703e-02,-2.154717e+02,1.220703e-02,-1.810520e+02
1.269531e-02,-1.728483e+02,1.269531e-02,-2.037577e+02,1.269531e-02,-2.139820e+02,1.269531e-02,-2.144344e+02,1.269531e-02,-1.794500e+02
1.318359e-02,-1.752224e+02,1.318359e-02,-2.049693e+02,1.318359e-02,-2.096535e+02,1.318359e-02,-2.170594e+02,1.318359e-02,-1.761110e+02
1.367188e-02,-1.769819e+02,1.367188e-02,-2.049720e+02,1.367188e-02,-2.075944e+02,1.367188e-02,-2.156855e+02,1.367188e-02,-1.743944e+02
1.416016e-02,-1.772719e+02,1.416016e-02,-2.054434e+02,1.416016e-02,-2.081586e+02,1.416016e-02,-2.134678e+02,1.416016e-02,-1.753979e+02
1.464844e-02,-1.805190e+02,1.464844e-02,-2.042174e+02,1.464844e-02,-2.098338e+02,1.464844e-02,-2.144269e+02,1.464844e-02,-1.723961e+02
1.513672e-02,-1.818346e+02,1.513672e-02,-2.032699e+02,1.513672e-02,-2.105395e+02,1.513672e-02,-2.156451e+02,1.513672e-02,-1.710144e+02
1.562500e-02,-1.799014e+02,1.562500e-02,-2.039566e+02,1.562500e-02,-2.112704e+02,1.562500e-02,-2.143689e+02,1.562500e-02,-1.705751e+02
1.611328e-02,-1.766940e+02,1.611328e-02,-2.031410e+02,1.611328e-02,-2.135169e+02,1.611328e-02,-2.147143e+02,1.611328e-02,-1.699867e+02
1.660156e-02,-1.736740e+02,1.660156e-02,-2.035501e+02,1.660156e-02,-2.134237e+02,1.660156e-02,-2.153795e+02,1.660156e-02,-1.686831e+02
1.708984e-02,-1.726979e+02,1.708984e-02,-2.026275e+02,1.708984e-02,-2.111967e+02,1.708984e-02,-2.160626e+02,1.708984e-02,-1.689626e+02
1.757812e-02,-1.738619e+02,1.757812e-02,-2.020688e+02,1.757812e-02,-2.099294e+02,1.757812e-02,-2.152748e+02,1.757812e-02,-1.690130e+02
1.806641e-02,-1.711449e+02,1.806641e-02,-2.032260e+02,1.806641e-02,-2.091750e+02,1.806641e-02,-2.152773e+02,1.806641e-02,-1.680582e+02
1.855469e-02,-1.697158e+02,1.855469e-02,-2.041502e+02,1.855469e-02,-2.097695e+02,1.855469e-02,-2.150158e+02,1.855469e-02,-1.681876e+02
1.904297e-02,-1.702821e+02,1.904297e-02,-2.031278e+02,1.904297e-02,-2.118108e+02,1.904297e-02,-2.137503e+02,1.904297e-02,-1.668531e+02
1.953125e-02,-1.710457e+02,1.953125e-02,-2.028480e+02,1.953125e-02,-2.130976e+02,1.953125e-02,-2.137352e+02,1.953125e-02,-1.668400e+02
2.001953e-02,-1.704999e+02,2.001953e-02,-2.038651e+02,2.001953e-02,-2.138081e+02,2.001953e-02,-2.133265e+02,2.001953e-02,-1.686155e+02
2.050781e-02,-1.694214e+02,2.050781e-02,-2.044114e+02,2.050781e-02,-2.126860e+02,2.050781e-02,-2.130002e+02,2.050781e-02,-1.688256e+02
2.099609e-02,-1.689535e+02,2.099609e-02,-2.050033e+02,2.099609e-02,-2.109385e+02,2.099609e-02,-2.142057e+02,2.099609e-02,-1.667765e+02
2.148438e-02,-1.688704e+02,2.148438e-02,-2.068108e+02,2.148438e-02,-2.101821e+02,2.148438e-02,-2.151980e+02,2.148438e-02,-1.662469e+02
2.197266e-02,-1.682706e+02,2.197266e-02,-2.038801e+02,2.197266e-02,-2.093318e+02,2.197266e-02,-2.161289e+02,2.197266e-02,-1.682436e+02
2.246094e-02,-1.701445e+02,2.246094e-02,-2.035901e+02,2.246094e-02,-2.096689e+02,2.246094e-02,-2.156178e+02,2.246094e-02,-1.692453e+02
2.294922e-02,-1.687402e+02,2.294922e-02,-2.037430e+02,2.294922e-02,-2.100707e+02,2.294922e-02,-2.143211e+02,2.294922e-02,-1.675328e+02
2.343750e-02,-1.667755e+02,2.343750e-02,-2.028032e+02,2.343750e-02,-2.084801e+02,2.343750e-02,-2.145768e+02,2.343750e-02,-1.674915e+02
2.392578e-02,-1.679016e+02,2.392578e-02,-2.047118e+02,2.392578e-02,-2.090739e+02,2.392578e-02,-2.145544e+02,2.392578e-02,-1.689940e+02
2.441406e-02,-1.705032e+02,2.441406e-02,-2.040073e+02,2.441406e-02,-2.086306e+02,2.441406e-02,-2.137860e+02,2.441406e-02,-1.700355e+02
2.490234e-02,-1.740611e+02,2.490234e-02,-2.026377e+02,2.490234e-02,-2.087031e+02,2.490234e-02,-2.126923e+02,2.490234e-02,-1.690205e+02
2.539062e-02,-1.725818e+02,2.539062e-02,-2.024266e+02,2.539062e-02,-2.119623e+02,2.539062e-02,-2.118729e+02,2.539062e-02,-1.693754e+02
2.587891e-02,-1.706402e+02,2.587891e-02,-2.030131e+02,2.587891e-02,-2.115549e+02,2.587891e-02,-2.135549e+02,2.587891e-02,-1.689239e+02
2.636719e-02,-1.704451e+02,2.636719e-02,-2.037047e+02,2.636719e-02,-2.107265e+02,2.636719e-02,-2.151600e+02,2.636719e-02,-1.692941e+02
2.685547e-02,-1.713223e+02,2.685547e-02,-2.045514e+02,2.685547e-02,-2.100381e+02,2.685547e-02,-2.167708e+02,2.685547e-02,-1.711141e+02
2.734375e-02,-1.723178e+02,2.734375e-02,-2.027817e+02,2.734375e-02,-2.100981e+02,2.734375e-02,-2.163963e+02,2.734375e-02,-1.729144e+02
2.783203e-02,-1.742947e+02,2.783203e-02,-2.037974e+02,2.783203e-02,-2.097250e+02,2.783203e-02,-2.139432e+02,2.783203e-02,-1.733001e+02
2.832031e-02,-1.751327e+02,2.832031e-02,-2.053458e+02,2.832031e-02,-2.097332e+02,2.832031e-02,-2.122431e+02,2.832031e-02,-1.741854e+02
2.880859e-02,-1.764583e+02,2.880859e-02,-2.043247e+02,2.880859e-02,-2.104161e+02,2.880859e-02,-2.110493e+02,2.880859e-02,-1.749951e+02
2.929688e-02,-1.806302e+02,2.929688e-02,-2.055354e+02,2.929688e-02,-2.104017e+02,2.929688e-02,-2.102836e+02,2.929688e-02,-1.771815e+02
2.978516e-02,-1.819766e+02,2.978516e-02,-2.047373e+02,2.978516e-02,-2.113672e+02,2.978516e-02,-2.116243e+02,2.978516e-02,-1.782197e+02
3.027344e-02,-8.601240e+01,3.027344e-02,-2.009695e+02,3.027344e-02,-2.098496e+02,3.027344e-02,-2.122169e+02,3.027344e-02,-8.601238e+01
3.076172e-02,-7.009480e+01,3.076172e-02,-1.972541e+02,3.076172e-02,-2.063648e+02,3.076172e-02,-2.091527e+02,3.076172e-02,-7.009480e+01
3.125000e-02,-6.558861e+01,3.125000e-02,-1.952679e+02,3.125000e-02,-2.048395e+02,3.125000e-02,-2.067866e+02,3.125000e-02,-6.558861e+01
3.173828e-02,-7.009480e+01,3.173828e-02,-1.989777e+02,3.173828e-02,-2.061467e+02,3.173828e-02,-2.110071e+02,3.173828e-02,-7.009480e+01
3.222656e-02,-8.601239e+01,3.222656e-02,-2.031455e+02,3.222656e-02,-2.080744e+02,3.222656e-02,-2.127569e+02,3.222656e-02,-8.601242e+01
3.271484e-02,-1.789657e+02,3.271484e-02,-2.033356e+02,3.271484e-02,-2.075380e+02,3.271484e-02,-2.116465e+02,3.271484e-02,-1.802398e+02
3.320312e-02,-1.780644e+02,3.320312e-02,-2.020398e+02,3.320312e-02,-2.080415e+02,3.320312e-02,-2.139998e+02,3.320312e-02,-1.759692e+02
3.369141e-02,-1.779995e+02,3.369141e-02,-2.038330e+02,3.369141e-02,-2.084133e+02,3.369141e-02,-2.138865e+02,3.369141e-02,-1.742305e+02
3.417969e-02,-1.760462e+02,3.417969e-02,-2.055262e+02,3.417969e-02,-2.100537e+02,3.417969e-02,-2.121694e+02,3.417969e-02,-1.738534e+02
3.466797e-02,-1.756368e+02,3.466797e-02,-2.053648e+02,3.466797e-02,-2.112804e+02,3.466797e-02,-2.127860e+02,3.466797e-02,-1.739000e+02
3.515625e-02,-1.741323e+02,3.515625e-02,-2.026022e+02,3.515625e-02,-2.092749e+02,3.515625e-02,-2.138198e+02,3.515625e-02,-1.717501e+02
3.564453e-02,-1.741973e+02,3.564453e-02,-2.014611e+02,3.564453e-02,-2.083934e+02,3.564453e-02,-2.135013e+02,3.564453e-02,-1.711316e+02
3.613281e-02,-1.716731e+02,3.613281e-02,-2.008919e+02,3.613281e-02,-2.094998e+02,3.613281e-02,-2.133062e+02,3.613281e-02,-1.700975e+02
3.662109e-02,-1.696274e+02,3.662109e-02,-2.013118e+02,3.662109e-02,-2.098903e+02,3.662109e-02,-2.137720e+02,3.662109e-02,-1.692272e+02
3.710938e-02,-1.698804e+02,3.710938e-02,-2.039492e+02,3.710938e-02,-2.099321e+02,3.710938e-02,-2.134981e+02,3.710938e-02,-1.700610e+02
3.759766e-02,-1.700645e+02,3.759766e-02,-2.025176e+02,3.759766e-02,-2.104450e+02,3.759766e-02,-2.134227e+02,3.759766e-02,-1.672114e+02
3.808594e-02,-1.702703e+02,3.808594e-02,-2.010878e+02,3.808594e-02,-2.113774e+02,3.808594e-02,-2.149476e+02,3.808594e-02,-1.676239e+02
3.857422e-02,-1.696386e+02,3.857422e-02,-2.017540e+02,3.857422e-02,-2.103841e+02,3.857422e-02,-2.134898e+02,3.857422e-02,-1.671602e+02
3.906250e-02,-1.703792e+02,3.906250e-02,-2.017574e+02,3.906250e-02,-2.087070e+02,3.906250e-02,-2.124584e+02,3.906250e-02,-1.649341e+02
3.955078e-02,-1.728751e+02,3.955078e-02,-2.017011e+02,3.955078e-02,-2.081948e+02,3.955078e-02,-2.133205e+02,3.955078e-02,-1.634889e+02
4.003906e-02,-1.723721e+02,4.003906e-02,-2.019127e+02,4.003906e-02,-2.087197e+02,4.003906e-02,-2.140957e+02,4.003906e-02,-1.660166e+02
4.052734e-02,-1.705199e+02,4.052734e-02,-2.028352e+02,4.052734e-02,-2.104864e+02,4.052734e-02,-2.148326e+02,4.052734e-02,-1.663284e+02
4.101562e-02,-1.689827e+02,4.101562e-02,-2.035776e+02,4.101562e-02,-2.099760e+02,4.101562e-02,-2.144286e+02,4.101562e-02,-1.663627e+02
4.150391e-02,-1.688960e+02,4.150391e-02,-2.023108e+02,4.150391e-02,-2.093716e+02,4.150391e-02,-2.134102e+02,4.150391e-02,-1.662911e+02
4.199219e-02,-1.698090e+02,4.199219e-02,-2.027547e+02,4.199219e-02,-2.102918e+02,4.199219e-02,-2.142892e+02,4.199219e-02,-1.655020e+02
4.248047e-02,-1.696769e+02,4.248047e-02,-2.031098e+02,4.248047e-02,-2.103289e+02,4.248047e-02,-2.135428e+02,4.248047e-02,-1.664972e+02
4.296875e-02,-1.706407e+02,4.296875e-02,-2.016727e+02,4.296875e-02,-2.088612e+02,4.296875e-02,-2.138297e+02,4.296875e-02,-1.691443e+02
4.345703e-02,-1.731033e+02,4.345703e-02,-2.011759e+02,4.345703e-02,-2.089780e+02,4.345703e-02,-2.131712e+02,4.345703e-02,-1.702297e+02
4.394531e-02,-1.718778e+02,4.394531e-02,-2.038903e+02,4.394531e-02,-2.099196e+02,4.394531e-02,-2.120347e+02,4.394531e-02,-1.695557e+02
4.443359e-02,-1.717719e+02,4.443359e-02,-2.046160e+02,4.443359e-02,-2.100225e+02,4.443359e-02,-2.130114e+02,4.443359e-02,-1.687771e+02
4.492188e-02,-1.711059e+02,4.492188e-02,-2.028378e+02,4.492188e-02,-2.088898e+02,4.492188e-02,-2.138368e+02,4.492188e-02,-1.704715e+02
4.541016e-02,-1.712610e+02,4.541016e-02,-2.012943e+02,4.541016e-02,-2.095730e+02,4.541016e-02,-2.151145e+02,4.541016e-02,-1.740981e+02
4.589844e-02,-1.737985e+02,4.589844e-02,-2.018118e+02,4.589844e-02,-2.093457e+02,4.589844e-02,-2.137739e+02,4.589844e-02,-1.755082e+02
4.638672e-02,-1.737248e+02,4.638672e-02,-2.033672e+02,4.638672e-02,-2.098625e+02,4.638672e-02,-2.147865e+02,4.638672e-02,-1.752566e+02
4.687500e-02,-1.737497e+02,4.687500e-02,-2.030296e+02,4.687500e-02,-2.084645e+02,4.687500e-02,-2.139973e+02,4.687500e-02,-1.786165e+02
4.736328e-02,-1.758842e+02,4.736328e-02,-2.025427e+02,4.736328e-02,-2.079256e+02,4.736328e-02,-2.120498e+02,4.736328e-02,-1.834961e+02
4.785156e-02,-1.760020e+02,4.785156e-02,-2.023170e+02,4.785156e-02,-2.094038e+02,4.785156e-02,-2.130424e+02,4.785156e-02,-1.868570e+02
4.833984e-02,-1.785206e+02,4.833984e-02,-2.019318e+02,4.833984e-02,-2.107645e+02,4.833984e-02,-2.135134e+02,4.833984e-02,-1.812898e+02
4.882812e-02,-1.799310e+02,4.882812e-02,-2.019567e+02,4.882812e-02,-2.081122e+02,4.882812e-02,-2.134295e+02,4.882812e-02,-1.787257e+02
4.931641e-02,-1.799969e+02,4.931641e-02,-2.023497e+02,4.931641e-02,-2.083678e+02,4.931641e-02,-2.121460e+02,4.931641e-02,-1.752887e+02
4.980469e-02,-1.804725e+02,4.980469e-02,-2.030127e+02,4.980469e-02,-2.099454e+02,4.980469e-02,-2.114978e+02,4.980469e-02,-1.721382e+02
5.029297e-02,-1.826644e+02,5.029297e-02,-2.029697e+02,5.029297e-02,-2.101258e+02,5.029297e-02,-2.118362e+02,5.029297e-02,-1.705473e+02
5.078125e-02,-1.867607e+02,5.078125e-02,-2.034453e+02,5.078125e-02,-2.086969e+02,5.078125e-02,-2.128268e+02,5.078125e-02,-1.693032e+02
5.126953e-02,-1.899319e+02,5.126953e-02,-2.042330e+02,5.126953e-02,-2.090254e+02,5.126953e-02,-2.124531e+02,5.126953e-02,-1.667088e+02
5.175781e-02,-1.928047e+02,5.175781e-02,-2.024427e+02,5.175781e-02,-2.105297e+02,5.175781e-02,-2.120593e+02,5.175781e-02,-1.661963e+02
5.224609e-02,-1.888177e+02,5.224609e-02,-2.013421e+02,5.224609e-02,-2.102990e+02,5.224609e-02,-2.121473e+02,5.224609e-02,-1.652687e+02
5.273438e-02,-1.844515e+02,5.273438e-02,-2.026937e+02,5.273438e-02,-2.100679e+02,5.273438e-02,-2.128270e+02,5.273438e-02,-1.657270e+02
5.322266e-02,-1.814458e+02,5.322266e-02,-2.016624e+02,5.322266e-02,-2.115743e+02,5.322266e-02,-2.142728e+02,5.322266e-02,-1.650179e+02
5.371094e-02,-1.785683e+02,5.371094e-02,-2.004915e+02,5.371094e-02,-2.094198e+02,5.371094e-02,-2.140347e+02,5.371094e-02,-1.643830e+02
5.419922e-02,-1.773791e+02,5.419922e-02,-2.023942e+02,5.419922e-02,-2.098541e+02,5.419922e-02,-2.135902e+02,5.419922e-02,-1.643031e+02
5.468750e-02,-1.796173e+02,5.468750e-02,-2.036754e+02,5.468750e-02,-2.113886e+02,5.468750e-02,-2.142126e+02,5.468750e-02,-1.640949e+02
5.517578e-02,-1.774369e+02,5.517578e-02,-2.011545e+02,5.517578e-02,-2.112451e+02,5.517578e-02,-2.127640e+02,5.517578e-02,-1.653412e+02
5.566406e-02,-1.754752e+02,5.566406e-02,-2.004371e+02,5.566406e-02,-2.101155e+02,5.566406e-02,-2.112642e+02,5.566406e-02,-1.661723e+02
5.615234e-02,-1.761329e+02,5.615234e-02,-2.035290e+02,5.615234e-02,-2.099387e+02,5.615234e-02,-2.107844e+02,5.615234e-02,-1.673505e+02
5.664062e-02,-1.748865e+02,5.664062e-02,-2.029859e+02,5.664062e-02,-2.108200e+02,5.664062e-02,-2.117275e+02,5.664062e-02,-1.650155e+02
5.712891e-02,-1.724326e+02,5.712891e-02,-2.025827e+02,5.712891e-02,-2.116082e+02,5.712891e-02,-2.125885e+02,5.712891e-02,-1.649727e+02
5.761719e-02,-1.723186e+02,5.761719e-02,-2.017006e+02,5.761719e-02,-2.104084e+02,5.761719e-02,-2.123351e+02,5.761719e-02,-1.678648e+02
5.810547e-02,-1.723408e+02,5.810547e-02,-2.026597e+02,5.810547e-02,-2.073863e+02,5.810547e-02,-2.128890e+02,5.810547e-02,-1.715996e+02
5.859375e-02,-1.734564e+02,5.859375e-02,-2.010736e+02,5.859375e-02,-2.076544e+02,5.859375e-02,-2.145267e+02,5.859375e-02,-1.779827e+02
5.908203e-02,-1.718701e+02,5.908203e-02,-2.013844e+02,5.908203e-02,-2.089487e+02,5.908203e-02,-2.127176e+02,5.908203e-02,-1.764541e+02
5.957031e-02,-1.713338e+02,5.957031e-02,-2.003870e+02,5.957031e-02,-2.092265e+02,5.957031e-02,-2.129972e+02,5.957031e-02,-1.698507e+02
6.005859e-02,-1.707623e+02,6.005859e-02,-1.999586e+02,6.005859e-02,-2.092797e+02,6.005859e-02,-2.153294e+02,6.005859e-02,-1.668752e+02
6.054688e-02,-1.693917e+02,6.054688e-02,-1.992438e+02,6.054688e-02,-2.092306e+02,6.054688e-02,-2.134525e+02,6.054688e-02,-1.623906e+02
6.103516e-02,-1.690365e+02,6.103516e-02,-1.992347e+02,6.103516e-02,-2.099318e+02,6.103516e-02,-2.124324e+02,6.103516e-02,-1.602365e+02
6.152344e-02,-1.702754e+02,6.152344e-02,-1.996161e+02,6.152344e-02,-2.113928e+02,6.152344e-02,-2.138606e+02,6.152344e-02,-1.582796e+02
6.201172e-02,-1.698633e+02,6.201172e-02,-2.003830e+02,6.201172e-02,-2.089153e+02,6.201172e-02,-2.142946e+02,6.201172e-02,-1.574240e+02
6.250000e-02,-1.687031e+02,6.250000e-02,-2.020418e+02,6.250000e-02,-2.076116e+02,6.250000e-02,-2.155710e+02,6.250000e-02,-1.583916e+02
6.298828e-02,-1.686610e+02,6.298828e-02,-2.024265e+02,6.298828e-02,-2.080169e+02,6.298828e-02,-2.133514e+02,6.298828e-02,-1.592544e+02
6.347656e-02,-1.693760e+02,6.347656e-02,-2.042459e+02,6.347656e-02,-2.103496e+02,6.347656e-02,-2.137908e+02,6.347656e-02,-1.577473e+02
6.396484e-02,-1.711126e+02,6.396484e-02,-2.042265e+02,6.396484e-02,-2.140998e+02,6.396484e-02,-2.135857e+02,6.396484e-02,-1.582707e+02
6.445312e-02,-1.725752e+02,6.445312e-02,-2.035945e+02,6.445312e-02,-2.100419e+02,6.445312e-02,-2.113832e+02,6.445312e-02,-1.600119e+02
6.494141e-02,-1.733305e+02,6.494141e-02,-2.053396e+02,6.494141e-02,-2.094807e+02,6.494141e-02,-2.108475e+02,6.494141e-02,-1.611766e+02
6.542969e-02,-1.728195e+02,6.542969e-02,-2.023475e+02,6.542969e-02,-2.090754e+02,6.542969e-02,-2.109491e+02,6.542969e-02,-1.591499e+02
6.591797e-02,-1.724361e+02,6.591797e-02,-2.020655e+02,6.591797e-02,-2.087629e+02,6.591797e-02,-2.119789e+02,6.591797e-02,-1.598965e+02
6.640625e-02,-1.703625e+02,6.640625e-02,-2.012792e+02,6.640625e-02,-2.110256e+02,6.640625e-02,-2.128532e+02,6.640625e-02,-1.627595e+02
6.689453e-02,-1.711269e+02,6.689453e-02,-2.006527e+02,6.689453e-02,-2.098385e+02,6.689453e-02,-2.124493e+02,6.689453e-02,-1.661060e+02
6.738281e-02,-1.726926e+02,6.738281e-02,-1.995462e+02,6.738281e-02,-2.107728e+02,6.738281e-02,-2.138776e+02,6.738281e-02,-1.684760e+02
6.787109e-02,-1.721189e+02,6.787109e-02,-1.996317e+02,6.787109e-02,-2.107911e+02,6.787109e-02,-2.125575e+02,6.787109e-02,-1.678495e+02
6.835938e-02,-1.726838e+02,6.835938e-02,-1.991434e+02,6.835938e-02,-2.092661e+02,6.835938e-02,-2.119252e+02,6.835938e-02,-1.681143e+02
6.884766e-02,-1.744102e+02,6.884766e-02,-1.989430e+02,6.884766e-02,-2.090708e+02,6.884766e-02,-2.120942e+02,6.884766e-02,-1.684018e+02
6.933594e-02,-1.766977e+02,6.933594e-02,-1.991448e+02,6.933594e-02,-2.096981e+02,6.933594e-02,-2.114421e+02,6.933594e-02,-1.677155e+02
6.982422e-02,-1.783733e+02,6.982422e-02,-1.985469e+02,6.982422e-02,-2.104357e+02,6.982422e-02,-2.118302e+02,6.982422e-02,-1.678935e+02
7.031250e-02,-1.781183e+02,7.031250e-02,-1.989250e+02,7.031250e-02,-2.094763e+02,7.031250e-02,-2.117249e+02,7.031250e-02,-1.692358e+02
7.080078e-02,-1.799432e+02,7.080078e-02,-1.999633e+02,7.080078e-02,-2.101675e+02,7.080078e-02,-2.135784e+02,7.080078e-02,-1.721785e+02
7.128906e-02,-1.818503e+02,7.128906e-02,-1.997432e+02,7.128906e-02,-2.097330e+02,7.128906e-02,-2.145570e+02,7.128906e-02,-1.745945e+02
7.177734e-02,-1.832069e+02,7.177734e-02,-1.991442e+02,7.177734e-02,-2.080945e+02,7.177734e-02,-2.116632e+02,7.177734e-02,-1.738810e+02
7.226562e-02,-1.853751e+02,7.226562e-02,-1.994302e+02,7.226562e-02,-2.077491e+02,7.226562e-02,-2.112196e+02,7.226562e-02,-1.727627e+02
7.275391e-02,-1.906972e+02,7.275391e-02,-2.004952e+02,7.275391e-02,-2.078787e+02,7.275391e-02,-2.115338e+02,7.275391e-02,-1.727623e+02
7.324219e-02,-1.955242e+02,7.324219e-02,-1.989002e+02,7.324219e-02,-2.092368e+02,7.324219e-02,-2.119811e+02,7.324219e-02,-1.734876e+02
7.373047e-02,-1.919609e+02,7.373047e-02,-1.988794e+02,7.373047e-02,-2.107010e+02,7.373047e-02,-2.113059e+02,7.373047e-02,-1.743731e+02
7.421875e-02,-1.866664e+02,7.421875e-02,-2.008949e+02,7.421875e-02,-2.103403e+02,7.421875e-02,-2.108396e+02,7.421875e-02,-1.749540e+02
7.470703e-02,-1.838995e+02,7.470703e-02,-2.020984e+02,7.470703e-02,-2.098198e+02,7.470703e-02,-2.129008e+02,7.470703e-02,-1.762799e+02
7.519531e-02,-1.816759e+02,7.519531e-02,-1.987503e+02,7.519531e-02,-2.082640e+02,7.519531e-02,-2.117005e+02,7.519531e-02,-1.779939e+02
7.568359e-02,-1.797338e+02,7.568359e-02,-1.969680e+02,7.568359e-02,-2.080705e+02,7.568359e-02,-2.121579e+02,7.568359e-02,-1.784593e+02
7.617188e-02,-1.767665e+02,7.617188e-02,-1.972598e+02,7.617188e-02,-2.086747e+02,7.617188e-02,-2.128555e+02,7.617188e-02,-1.780536e+02
7.666016e-02,-1.773803e+02,7.666016e-02,-1.995552e+02,7.666016e-02,-2.117098e+02,7.666016e-02,-2.123352e+02,7.666016e-02,-1.782333e+02
7.714844e-02,-1.773514e+02,7.714844e-02,-2.006161e+02,7.714844e-02,-2.095615e+02,7.714844e-02,-2.109345e+02,7.714844e-02,-1.785544e+02
7.763672e-02,-1.742456e+02,7.763672e-02,-2.005988e+02,7.763672e-02,-2.087258e+02,7.763672e-02,-2.108595e+02,7.763672e-02,-1.803436e+02
7.812500e-02,-1.739444e+02,7.812500e-02,-1.985819e+02,7.812500e-02,-2.085805e+02,7.812500e-02,-2.119437e+02,7.812500e-02,-1.809132e+02
7.861328e-02,-1.724073e+02,7.861328e-02,-1.992470e+02,7.861328e-02,-2.084024e+02,7.861328e-02,-2.123774e+02,7.861328e-02,-1.803323e+02
7.910156e-02,-1.722863e+02,7.910156e-02,-1.989958e+02,7.910156e-02,-2.091811e+02,7.910156e-02,-2.124048e+02,7.910156e-02,-1.804554e+02
